2606161437_alldets ij = 980.0,1080.0 = ScoX1+   0.9,  -0.6 ra,dec = 252.51,-36.14   28.7 σ for 536 s at 236 cps 4 dets
2606161447_alldets ij = 1340.0,558.0 = ScoX1+   0.2,   0.4 ra,dec = 211.75,-27.55   33.0 σ for 548 s at 91 cps 4 dets
2606161627_alldets ij = 1467.0,440.0 = ScoX1+   0.2,   0.6 ra,dec = 206.65,-17.90   28.5 σ for 432 s at 112 cps 4 dets
2606171006_alldets ij = 1229.0,747.0 = ScoX1+   0.6,   0.1 ra,dec = 222.84,-33.88   34.4 σ for 579 s at 82 cps 4 dets
2606171141_alldets ij = 1177.0,823.0 = ScoX1+   0.4,   0.6 ra,dec = 228.53,-35.86   21.5 σ for 576 s at 124 cps 3 dets
2606171317_alldets ij = 1135.0,885.0 = ScoX1+   0.8,   0.2 ra,dec = 233.59,-36.89   29.8 σ for 576 s at 55 cps 3 dets
2606171328_alldets ij = 1577.0,446.0 = ScoX1+   0.3,  -0.4 ra,dec = 207.99, -9.75   27.2 σ for 332 s at 39 cps 3 dets
2606171449_alldets ij = 968.0,1119.0 = ScoX1+   1.0,  -0.5 ra,dec = 254.00,-35.04   21.1 σ for 541 s at 236 cps 3 dets
2606171459_alldets ij = 1346.0,594.0 = ScoX1+  -0.2,  -0.2 ra,dec = 213.21,-27.11   35.3 σ for 548 s at 83 cps 3 dets
2606171629_alldets ij = 1075.0,974.0 = ScoX1+   1.0,   0.2 ra,dec = 241.15,-37.27   10.8 σ for 527 s at 242 cps 3 dets
2606171639_alldets ij = 1479.0,470.0 = ScoX1+   0.7,  -0.1 ra,dec = 207.79,-17.52   27.2 σ for 549 s at 35 cps 3 dets
2606171719_alldets ij = 1645.0,104.0 = ScoX1+   0.3,   0.4 ra,dec = 284.54, 11.10   10.5 σ for 548 s at 65 cps 3 dets
2606171809_alldets ij = 1188.0,817.0 = ScoX1+   0.6,  -0.4 ra,dec = 227.74,-35.34   17.6 σ for 545 s at 150 cps 3 dets
2606171859_alldets ij = 1518.0,278.0 = ScoX1+  -0.4,   0.5 ra,dec = 282.23,  4.60   18.5 σ for 564 s at 144 cps 3 dets
2606171939_alldets ij = 931.0,1172.0 = ScoX1+   0.3,  -0.3 ra,dec = 257.94,-33.26    5.4 σ for 535 s at 230 cps 3 dets
2606171949_alldets ij = 1308.0,655.0 = ScoX1+   0.6,  -0.3 ra,dec = 216.47,-29.52   37.3 σ for 547 s at 74 cps 3 dets
2606172049_alldets ij = 933.0,1000.0 = ScoX1+   1.2,   0.0 ra,dec = 265.84, -1.16    5.4 σ for 493 s at 127 cps 3 dets
2606172129_alldets ij = 1438.0,487.0 = ScoX1+  -0.0,   0.1 ra,dec = 208.34,-20.75   21.7 σ for 547 s at 76 cps 3 dets
2606180029_alldets ij = 895.0,1222.0 = ScoX1+   1.2,  -0.7 ra,dec = 261.44,-31.20    9.2 σ for 544 s at 237 cps 3 dets
2606180209_alldets ij = 1002.0,1084.0 = ScoX1+   0.8,  -0.6 ra,dec = 250.21,-35.87   27.5 σ for 544 s at 231 cps 3 dets
2606180518_alldets ij = 858.0,1271.0 = ScoX1+   1.3,  -0.8 ra,dec = 264.58,-28.81   10.9 σ for 543 s at 239 cps 3 dets
2606180658_alldets ij = 965.0,1139.0 = ScoX1+   1.1,   0.1 ra,dec = 254.44,-34.47   23.4 σ for 545 s at 47 cps 3 dets
2606180708_alldets ij = 1357.0,611.0 = ScoX1+   0.2,   0.3 ra,dec = 213.78,-26.39   27.0 σ for 548 s at 80 cps 3 dets
2606181018_alldets ij = 1226.0,791.0 = ScoX1+  -0.1,   0.4 ra,dec = 224.88,-33.43   30.8 σ for 580 s at 68 cps 4 dets
2606181154_alldets ij = 1175.0,863.0 = ScoX1+   1.0,  -0.5 ra,dec = 230.36,-35.24   19.5 σ for 577 s at 30 cps 4 dets
2606181330_alldets ij = 1133.0,923.0 = ScoX1+   0.7,   0.4 ra,dec = 235.16,-36.08   21.3 σ for 488 s at 63 cps 4 dets
2606181340_alldets ij = 1593.0,475.0 = ScoX1+   0.4,  -0.2 ra,dec = 209.08, -9.29   23.8 σ for 276 s at 57 cps 4 dets
